PS1,PS2,PS3,PS4,PS5,PS6,FS1,FS2,TS1,TS2,TS3,TS4,P1,VS1,CE1,CP1,SE1,STABILITY
157.7616417,107.0176367,1.716397333,0,8.737774667,8.676078333,6.630413333,9.452106667,50.67221667,55.29843333,52.14393333,46.57316667,2422.784233,0.639733333,18.7186,1.4174,60.19785,1
157.8308433,107.082773,1.7233015,0,8.732193833,8.670217667,6.635855,9.442305,50.71945,55.35195,52.29423333,46.6557,2424.235633,0.648466667,18.84716667,1.43355,60.25461667,1
157.7376017,106.986294,1.730678,0,8.736621833,8.674893167,6.633998333,9.440233333,50.81441667,55.45013333,52.3344,46.58028333,2420.9752,0.630733333,19.20806667,1.46255,60.2739,1
157.7906417,107.043783,1.735109833,0,8.737543667,8.675093167,6.621596667,9.44115,50.90516667,55.54883333,52.41903333,46.5101,2424.342067,0.63165,19.6554,1.503416667,59.95675,1
157.6948633,106.969304,1.733199833,0,8.727892,8.667084833,6.61978,9.431788333,50.97945,55.60165,52.49253333,46.75795,2421.6365,0.634983333,19.02315,1.45795,60.02101667,1
157.6583117,106.9178375,1.728137667,0,8.7249925,8.664492667,6.617328333,9.424265,51.06951667,55.68198333,52.53968333,46.80316667,2421.670433,0.630666667,18.97966667,1.456883333,59.99605,1
157.6331933,106.9272585,1.727203833,0,8.726438667,8.666371833,6.621698333,9.420413333,51.11586667,55.73405,52.64298333,46.80361667,2420.583533,0.63965,19.26975,1.483833333,60.06428333,1
157.5920817,106.9054745,1.735135667,0,8.7178815,8.657165833,6.62801,9.412903333,51.19321667,55.79246667,52.71951667,46.90495,2418.8604,0.6396,19.12463333,1.4745,60.24908333,1
157.5822017,106.8839138,1.735537667,0,8.7175635,8.657379833,6.619646667,9.405723333,51.21803333,55.84343333,52.79156667,46.92588333,2419.733267,0.64095,19.30665,1.4863,60.06355,1
157.5809433,106.8858822,1.725474667,0,8.716984167,8.6566725,6.64247,9.405183333,51.28616667,55.90363333,52.857,46.96061667,2422.490733,0.657533333,19.37135,1.494783333,60.36428333,1
157.5641967,106.8442283,1.7243855,0,8.709383167,8.649768,6.640555,9.402801667,51.34835,55.98213333,52.88723333,46.91843333,2417.854833,0.630466667,19.59246667,1.511033333,60.47613333,1
157.56484,106.8660148,1.714000667,0,8.7075935,8.6490575,6.632315,9.396583333,51.39461667,56.03313333,52.93271667,46.97998333,2417.662567,0.628833333,19.54925,1.507183333,60.34396667,1
157.5742,106.9033978,1.7126375,0,8.703713333,8.646877167,6.622501667,9.393548333,51.46833333,56.08488333,52.99711667,47.00911667,2417.0092,0.627816667,19.6313,1.515666667,60.25075,1
157.6129717,106.917343,1.719930833,0,8.700791833,8.643941,6.62241,9.39092,51.52106667,56.16261667,53.0302,46.98943333,2417.637633,0.635066667,19.80856667,1.528533333,60.23301667,1
157.5461583,106.8686802,1.722535833,0,8.695814333,8.638503167,6.619305,9.383056667,51.56841667,56.2038,53.12176667,47.15835,2415.608233,0.6599,19.52908333,1.506633333,60.22478333,1
157.5319717,106.8398222,1.717207167,0,8.698417333,8.639050333,6.623915,9.383541667,51.61326667,56.2712,53.13821667,47.17971667,2416.264133,0.6257,19.51226667,1.50765,60.28791667,1
157.5261917,106.8348995,1.721299333,0,8.696982333,8.638020833,6.618191667,9.379508333,51.65735,56.3234,53.13991667,47.10108333,2416.148867,0.633716667,19.74565,1.5256,60.20833333,1
157.6302933,106.9278582,1.732323167,0,8.699042167,8.638604167,6.627843333,9.37393,51.7007,56.36686667,53.23573333,47.14253333,2416.865167,0.648383333,19.87916667,1.540183333,60.38066667,1
157.5422117,106.8518045,1.731565,0,8.696124333,8.6356825,6.634783333,9.365953333,51.74395,56.38601667,53.28375,47.2931,2415.158133,0.6352,19.57128333,1.511283333,60.53701667,1
157.5051817,106.804933,1.729342,0,8.694655167,8.634219833,6.63681,9.357846667,51.76063333,56.41868333,53.34595,47.38246667,2413.122133,0.640483333,19.41376667,1.5037,60.63811667,1
157.5176867,106.8272052,1.729733167,0,8.691750833,8.631906833,6.617531667,9.354553333,51.7932,56.47676667,53.3475,47.32886667,2412.401967,0.63805,19.57806667,1.518833333,60.2944,1
157.480905,106.7847573,1.7237745,0,8.6936,8.632896167,6.637646667,9.354951667,51.8459,56.52831667,53.37795,47.17096667,2411.001867,0.6442,20.15725,1.564016667,60.66925,1
157.4967167,106.8055515,1.727059667,0,8.6934525,8.632781167,6.635518333,9.350961667,51.88128333,56.57346667,53.38676667,47.33593333,2412.4342,0.64345,19.66058333,1.52455,60.63083333,1
157.470005,106.7623273,1.725229333,0,8.690536333,8.6300635,6.629313333,9.344071667,51.91391667,56.60655,53.44211667,47.37516667,2411.981167,0.632266667,19.66935,1.528316667,60.53003333,1
157.4485817,106.7952212,1.716246833,0,8.689466167,8.629399,6.618843333,9.34114,51.9296,56.62878333,53.46823333,47.25343333,2411.348233,0.637733333,20.11611667,1.562066667,60.36666667,1
157.4692867,106.7913143,1.7330455,0,8.683996,8.624375167,6.627265,9.338991667,51.91603333,56.63585,53.52298333,47.30465,2411.763367,0.633683333,20.12438333,1.5654,60.53911667,1
157.4411817,106.7624282,1.733201833,0,8.677963167,8.617983833,6.621781667,9.33989,51.97953333,56.6729,53.52421667,47.3211,2409.764733,0.644666667,20.06586667,1.562683333,60.45483333,1
157.4484583,106.7977145,1.733976167,0,8.682053333,8.622015167,6.625081667,9.331545,52.00331667,56.6992,53.56195,47.25885,2409.6334,0.64075,20.34381667,1.582933333,60.51806667,1
157.4501517,106.7769628,1.727591833,0,8.683362167,8.623972167,6.628023333,9.332108333,52.0069,56.70565,53.55745,47.21455,2409.8077,0.641366667,20.48168333,1.594433333,60.5956,1
157.4381733,106.7462033,1.725704,0,8.683528833,8.624775667,6.63778,9.334211667,52.02756667,56.71528333,53.61295,47.55733333,2410.0885,0.64015,19.52975,1.523283333,60.68155,1
157.414365,106.7312863,1.725384,0,8.682046333,8.623610667,6.633065,9.337998333,52.06471667,56.74151667,53.5747,47.46673333,2410.55,0.6389,19.7474,1.5364,60.6065,1
157.4305517,106.7570147,1.722290833,0,8.677625167,8.619286667,6.63636,9.336561667,52.09798333,56.7801,53.64543333,47.46141667,2410.034867,0.641116667,19.96405,1.555033333,60.63731667,1
157.4088667,106.7360055,1.725166,0,8.677133333,8.618394333,6.616253333,9.327925,52.15565,56.83603333,53.66873333,47.41813333,2408.9121,0.636733333,20.21498333,1.572133333,60.35588333,1
157.39658,106.723723,1.7293745,0,8.6750005,8.6167845,6.619966667,9.326963333,52.15625,56.84075,53.69708333,47.65253333,2408.173933,0.648083333,19.5819,1.51955,60.4398,1
157.3973633,106.7371035,1.7268355,0,8.670226,8.612794167,6.623598333,9.32597,52.21026667,56.86316667,53.7366,47.75455,2406.7878,0.646633333,19.51783333,1.502383333,60.55665,1
157.343405,106.677005,1.723975167,0,8.668996833,8.611846667,6.621493333,9.33038,52.30483333,56.87421667,53.82438333,47.88353333,2409.189267,0.645816667,19.70911667,1.49175,60.40151667,1
157.3344583,106.674138,1.724616,0,8.670238167,8.613798,6.6167,9.329691667,52.3784,56.89808333,53.8213,47.88831667,2409.419667,0.640033333,19.85661667,1.492183333,60.34053333,1
157.3573783,106.6838648,1.735196167,0,8.661636333,8.604271833,6.635338333,9.320831667,52.41358333,56.94976667,53.96546667,47.66655,2409.183767,0.635483333,21.09868333,1.58315,60.70171667,1
157.3314217,106.639867,1.739724667,0,8.6578275,8.600143667,6.624121667,9.321185,52.42258333,56.9852,54.02186667,47.93673333,2409.437,0.64705,20.3201,1.52825,60.44366667,1
157.3246583,106.6479965,1.739035667,0,8.657282667,8.599673333,6.635296667,9.316563333,52.52995,57.03711667,54.06228333,48.00105,2409.310767,0.6538,20.20043333,1.5207,60.6105,1
157.312085,106.6392887,1.726819,0,8.6530775,8.596420167,6.612963333,9.312896667,52.59775,57.07978333,54.13538333,47.97101667,2406.848433,0.6415,20.5906,1.5467,60.35698333,1
157.294195,106.6116768,1.733254333,0,8.649592667,8.592202833,6.617265,9.310618333,52.63828333,57.11425,54.18863333,48.02036667,2407.138567,0.643083333,20.64363333,1.54895,60.4088,1
157.2631817,106.5938705,1.726022833,0,8.648824333,8.591324167,6.626873333,9.307598333,52.69541667,57.19201667,54.23391667,47.99511667,2406.752533,0.6453,20.83281667,1.563716667,60.5696,1
157.2504467,106.5827987,1.718642167,0,8.643149333,8.5858295,6.620123333,9.308145,52.67783333,57.20318333,54.26761667,48.06806667,2406.8329,0.650116667,20.70593333,1.55425,60.4976,1
157.2363083,106.5921013,1.713900667,0,8.645400167,8.5885405,6.60474,9.302576667,52.76548333,57.25076667,54.28841667,48.2308,2406.636833,0.649033333,20.2799,1.517483333,60.2567,1
157.2558383,106.5977087,1.714638667,0,8.6433045,8.585228333,6.607058333,9.298805,52.79691667,57.2922,54.3616,48.13673333,2406.5521,0.646766667,20.90396667,1.5594,60.29923333,1
157.2304833,106.5888757,1.710232167,0,8.6399935,8.582634667,6.606386667,9.298193333,52.82771667,57.32103333,54.40823333,48.15905,2407.507467,0.643933333,20.96143333,1.564483333,60.3036,1
157.22484,106.5611992,1.725266667,0,8.639279,8.581948833,6.604576667,9.295331667,52.83363333,57.34501667,54.43235,48.27456667,2407.3775,0.648916667,20.62261667,1.5416,60.2525,1
157.2375783,106.5855185,1.716794667,0,8.640342333,8.583456167,6.60537,9.294086667,52.89256667,57.3785,54.43458333,48.2974,2407.5121,0.655516667,20.42063333,1.536116667,60.24941667,1
157.2315133,106.5680188,1.709639667,0,8.639997833,8.583286,6.605456667,9.28978,52.90308333,57.44316667,54.42958333,48.28376667,2407.107667,0.6436,20.30195,1.538066667,60.25655,1
157.2435633,106.579093,1.721373,0,8.636916667,8.579894667,6.609093333,9.290116667,52.90551667,57.43843333,54.47066667,48.22991667,2409.443133,0.643633333,20.63025,1.562433333,60.2685,1
157.234505,106.5432408,1.721596,0,8.634705,8.577277,6.624023333,9.287706667,52.9446,57.46618333,54.51323333,48.1327,2406.654733,0.644583333,21.12446667,1.59845,60.56575,1
157.2144417,106.5254693,1.721182833,0,8.632419833,8.574452333,6.607241667,9.287666667,52.98328333,57.48971667,54.53511667,48.17821667,2409.0203,0.647466667,20.98675,1.590883333,60.2097,1
157.2104833,106.521036,1.723666333,0,8.633079,8.5756965,6.626918333,9.284701667,52.99998333,57.51221667,54.52928333,48.17878333,2411.2561,0.649766667,20.96168333,1.588266667,60.51765,1
157.1977233,106.525783,1.715390833,0,8.631375,8.574000833,6.60563,9.28019,53.01938333,57.53678333,54.59086667,48.22486667,2410.361967,0.648083333,20.98771667,1.59185,60.16331667,1
157.1957217,106.5325197,1.7189565,0,8.630644,8.573371333,6.610015,9.282015,53.05241667,57.53941667,54.61531667,48.31313333,2411.294067,0.648,20.87136667,1.577616667,60.18908333,1
157.16942,106.505825,1.725666,0,8.630626167,8.574225333,6.624761667,9.284135,53.0695,57.55485,54.64041667,48.27938333,2412.222933,0.650166667,21.10995,1.590316667,60.44206667,1
157.167195,106.4819047,1.719612833,0,8.632969333,8.575472167,6.629535,9.289838333,53.12368333,57.56735,54.65991667,48.4242,2413.515133,0.653766667,20.8433,1.560633333,60.46648333,1
157.1602567,106.482358,1.719622167,0,8.628924667,8.572396667,6.628848333,9.284913333,53.16071667,57.5873,54.67773333,48.19675,2413.379667,0.634316667,21.74261667,1.619616667,60.45331667,1
157.1495817,106.4686045,1.720988833,0,8.626165,8.569987333,6.614218333,9.284581667,53.18283333,57.611,54.7201,48.47913333,2414.010867,0.635583333,20.82458333,1.560866667,60.1942,1
157.1675417,106.4856798,1.717271167,0,8.626309333,8.569549167,6.613141667,9.281113333,53.19408333,57.67298333,54.6839,48.62683333,2410.673833,0.642566667,19.96735,1.515716667,60.3313,1
157.1705217,106.4763212,1.720675167,0,8.6203915,8.564074167,6.605671667,9.274428333,53.21398333,57.73638333,54.74738333,48.70896667,2409.266367,0.646533333,19.7246,1.509466667,60.20081667,1
157.1330533,106.4551983,1.726689167,0,8.6175675,8.561503833,6.62782,9.275005,53.1986,57.7354,54.77101667,48.72718333,2406.913467,0.668833333,19.83398333,1.509966667,60.64725,1
157.14388,106.4761257,1.7339885,0,8.616092333,8.5590615,6.603591667,9.269433333,53.2598,57.76113333,54.76836667,48.74011667,2405.869133,0.667166667,19.70531667,1.50475,60.28436667,1
157.129955,106.419538,1.733722333,0,8.612433167,8.553055667,6.613135,9.258871667,53.23425,57.77716667,54.82226667,48.76853333,2404.469333,0.644183333,19.66011667,1.51085,60.44385,1
157.132165,106.4213867,1.7345635,0,8.606570833,8.5470315,6.608248333,9.256133333,53.24741667,57.8031,54.89495,48.80136667,2404.433833,0.6553,19.68671667,1.51915,60.38071667,1
157.1455117,106.422754,1.742806833,0,8.610364,8.552162667,6.619623333,9.256798333,53.28325,57.82266667,54.8714,48.7424,2404.3865,0.653883333,19.92071667,1.529933333,60.59113333,1
157.1128667,106.4054028,1.7426335,0,8.608500167,8.551942,6.611773333,9.261566667,53.32393333,57.80898333,54.85715,48.73396667,2404.5838,0.64815,20.03218333,1.527783333,60.45986667,1
157.1232833,106.42326,1.722588333,0,8.61055,8.552354,6.619405,9.258248333,53.34631667,57.84808333,54.84611667,48.79068333,2403.729533,0.664366667,19.70001667,1.509616667,60.61146667,1
157.11329,106.4119465,1.732708333,0,8.606331667,8.546368833,6.620956667,9.256586667,53.35008333,57.87465,54.89793333,48.84925,2403.6278,0.65485,19.67378333,1.508633333,60.59815,1
157.0805033,106.402798,1.735057667,0,8.604261333,8.544282,6.6023,9.254995,53.38278333,57.88013333,54.93268333,48.87906667,2402.3137,0.638883333,19.77796667,1.50795,60.33815,1
157.0745367,106.3988632,1.732551333,0,8.6046905,8.545304833,6.602341667,9.25416,53.41795,57.89813333,54.91298333,48.73256667,2401.5975,0.651166667,20.33035,1.541833333,60.3695,1
157.0463833,106.359241,1.725591833,0,8.601844333,8.543573167,6.621831667,9.251921667,53.46221667,57.92468333,54.96595,48.87123333,2402.136267,0.662933333,20.03363333,1.5181,60.69211667,1
157.1022517,106.4138563,1.725874667,0,8.6017495,8.542690667,6.608531667,9.24927,53.4701,57.94356667,54.99245,48.83746667,2404.362567,0.652433333,20.28135,1.533116667,60.41255,1
157.070375,106.4106092,1.737611333,0,8.601834333,8.543530167,6.597076667,9.249678333,53.52246667,57.97873333,55.02181667,48.9125,2404.651967,0.666333333,20.07723333,1.5218,60.21348333,1
157.119955,106.4362572,1.730196667,0,8.601871833,8.542350667,6.606023333,9.245158333,53.51585,58.02661667,55.05768333,48.99826667,2405.485467,0.649433333,19.76955,1.5081,60.29938333,1
157.1087333,106.4332973,1.7276255,0,8.597235167,8.5385825,6.620265,9.242258333,53.48558333,58.03883333,55.09691667,48.99033333,2406.754433,0.646166667,19.8908,1.520833333,60.57373333,1
157.0155417,106.3153372,1.729577333,0,8.600197667,8.5411755,6.600233333,9.251343333,53.55786667,58.0589,55.09685,49.00783333,2405.260033,0.656766667,19.91636667,1.516716667,60.21838333,1
157.03277,106.3555277,1.731262833,0,8.598522667,8.538898167,6.605688333,9.246238333,53.56503333,58.0598,55.11311667,48.94183333,2406.216333,0.664216667,20.27705,1.53855,60.30773333,1
157.0130533,106.3382955,1.734361,0,8.5934475,8.533472333,6.61627,9.241375,53.5884,58.08265,55.14646667,49.00755,2406.393133,0.66435,20.19271667,1.529583333,60.48585,1
157.0294217,106.3616002,1.729071,0,8.592279,8.5336655,6.601323333,9.239225,53.61075,58.09336667,55.15341667,49.00093333,2405.333733,0.653416667,20.2675,1.531833333,60.26253333,1
156.989995,106.2963027,1.7280185,0,8.5898355,8.530741667,6.611631667,9.237208333,53.64893333,58.11996667,55.17423333,49.08403333,2402.609967,0.66735,20.04588333,1.516683333,60.5098,1
156.9916617,106.3340713,1.712307333,0,8.587361667,8.5275605,6.600133333,9.232443333,53.64855,58.13475,55.22041667,49.10201667,2403.0611,0.664383333,19.95868333,1.52145,60.30821667,1
157.031555,106.3629128,1.7302995,0,8.589607833,8.530507833,6.612341667,9.235193333,53.66503333,58.17771667,55.1907,49.08188333,2401.902933,0.654783333,19.80805,1.52025,60.50615,1
157.0508817,106.3497045,1.732708667,0,8.588529833,8.528744667,6.596131667,9.232035,53.65058333,58.18771667,55.21321667,49.08428333,2402.3597,0.649433333,19.7836,1.525016667,60.24118333,1
157.07518,106.3781287,1.737630667,0,8.585770167,8.5264505,6.607646667,9.228783333,53.63843333,58.18698333,55.23475,49.0947,2402.152667,0.661366667,19.74478333,1.526183333,60.49828333,1
157.0042917,106.3259957,1.74164,0,8.583557667,8.524499167,6.604496667,9.228085,53.63551667,58.20005,55.2501,49.1138,2403.07,0.64365,19.70791667,1.525833333,60.40871667,1
156.9892183,106.2904978,1.735688333,0,8.582928833,8.523982667,6.612993333,9.228146667,53.65068333,58.2172,55.25571667,49.11551667,2400.8529,0.649033333,19.65325,1.526883333,60.61631667,1
156.9944883,106.3099415,1.733391833,0,8.585156833,8.526364667,6.589085,9.232606667,53.68313333,58.2352,55.24443333,49.12083333,2400.496633,0.651866667,19.60825,1.52405,60.18895,1
157.0139117,106.3222973,1.7382915,0,8.582987167,8.524108333,6.609785,9.2285,53.69905,58.26336667,55.26171667,49.1175,2400.4929,0.648266667,19.64898333,1.5275,60.56693333,1
157.039605,106.3646505,1.743437167,0,8.582234333,8.523409,6.613626667,9.23045,53.68951667,58.26535,55.27401667,49.05331667,2402.229767,0.662333333,19.9142,1.548383333,60.53421667,1
157.26307,106.5839857,1.730493667,0,8.581426667,8.522683833,6.611641667,9.227068333,53.68593333,58.27473333,55.29293333,49.17135,2405.6147,0.65355,19.55645,1.523,60.60246667,1
157.0947067,106.4071657,1.744236,0,8.581302167,8.523167167,6.610358333,9.230151667,53.70118333,58.27218333,55.3033,49.15856667,2400.747433,0.656433333,19.60053333,1.526516667,60.59168333,1
157.0939267,106.3921705,1.7526405,0,8.584842333,8.5265965,6.607325,9.233731667,53.73935,58.29746667,55.30256667,49.18263333,2402.054333,0.65735,19.53566667,1.521716667,60.53311667,1
157.0440083,106.351808,1.754711833,0,8.583519333,8.525494167,6.59626,9.231238333,53.76801667,58.32036667,55.2758,49.18601667,2401.4576,0.669666667,19.44136667,1.515816667,60.28358333,1
157.02488,106.3329553,1.746306333,0,8.580516667,8.522564333,6.606728333,9.229186667,53.77808333,58.33801667,55.29263333,49.17278333,2399.834567,0.661316667,19.55395,1.521966667,60.53995,1
157.0235233,106.328691,1.742785,0,8.5795525,8.520649667,6.612706667,9.224218333,53.7669,58.34473333,55.30321667,49.15271667,2400.657767,0.64555,19.64643333,1.528533333,60.58546667,1
156.9910933,106.332454,1.734172833,0,8.581399,8.523014833,6.608695,9.229506667,53.7625,58.34836667,55.31815,49.17078333,2401.5104,0.6471,19.63576667,1.52875,60.46128333,1
156.9903467,106.3080513,1.7357915,0,8.582007667,8.522669,6.603965,9.23017,53.77496667,58.35615,55.30435,49.18463333,2402.138467,0.6688,19.56003333,1.522233333,60.37373333,1
157.0233033,106.303943,1.742566333,0,8.5800815,8.520537333,6.609481667,9.225911667,53.75725,58.35625,55.37805,49.19086667,2402.485433,0.658666667,19.73746667,1.538233333,60.4271,1
156.98824,106.3073828,1.741711167,0,8.578618167,8.518329667,6.600608333,9.225178333,53.77748333,58.36306667,55.35691667,49.20063333,2401.568833,0.655233333,19.63421667,1.530666667,60.34,1
157.0822367,106.3975617,1.737304333,0,8.577246,8.516572833,6.609946667,9.222656667,53.81013333,58.38801667,55.34121667,49.19885,2402.035433,0.651133333,19.596,1.526766667,60.54338333,1
157.0911683,106.3863143,1.741715333,0,8.579930667,8.5194445,6.59911,9.22448,53.81613333,58.40448333,55.35465,49.21645,2403.115267,0.655766667,19.57733333,1.527983333,60.29675,1
157.04174,106.3353515,1.741403667,0,8.579330333,8.519053833,6.612645,9.224661667,53.80203333,58.39278333,55.37253333,49.20326667,2402.844433,0.647133333,19.63206667,1.53235,60.52923333,1
157.0398383,106.335607,1.736013667,0,8.577533333,8.518494,6.612318333,9.226253333,53.84183333,58.39955,55.36003333,49.22133333,2403.624767,0.654766667,19.54908333,1.527616667,60.47203333,1
157.0289583,106.3417647,1.747044833,0,8.574849667,8.5155855,6.595793333,9.223741667,53.83061667,58.4099,55.38276667,49.21411667,2401.360667,0.664383333,19.58353333,1.532966667,60.27458333,1
157.03322,106.3253132,1.738429667,0,8.575821,8.517301333,6.60817,9.225221667,53.83755,58.42595,55.3808,49.21265,2401.026433,0.66555,19.59723333,1.533666667,60.45538333,1
